chr	strand	gene_locus	gene_id	gene_name	gene_biotype	sites_position_cDNA	sites_num	cDNA_sum	c1.KO_WT1	c2.KO_WT2	c3.KO_WT3	c4.KO_WT4	t1.KO_HOM1	t2.KO_HOM2	t3.KO_HOM3	t4.KO_HOM4	logFC	logCPM	PValue	FDR
2	+	chr2:125247189-125258607	ENSMUSG00000027203	Dut	protein_coding	[125257728]	1	2499	217.2	236.5	236.2	199.5	211.2	217.4	235.6	165	-0.101828934558455	7.75644151411041	0.410987202836148	0.885507203571525
14	+	chr14:30479564-30527055	ENSMUSG00000021962	Dcp1a	protein_coding	[30527054]	1	150	20.1	9.7	7.1	9.3	11.7	11.5	19.4	13.9	0.284270837561838	3.83394838116624	0.411228769560394	0.885507203571525
18	+	chr18:49979426-50107172	ENSMUSG00000062210	Tnfaip8	protein_coding	[50091776]	1	222	21.4	18	19.7	24.8	20.3	12.7	10	27.7	-0.254684197466867	4.3605708332085	0.411303050967625	0.885507203571525
19	-	chr19:16616762-16780821	ENSMUSG00000046230	Vps13a	protein_coding	[16632557]	1	266	24.2	27	26.1	20.2	17.1	18.4	24.1	25.7	-0.191843398197271	4.60004743136125	0.41143517042245	0.885507203571525
19	+	chr19:10688814-10714418	ENSMUSG00000048832	Vps37c	protein_coding	[10714620]	1	382	32.5	33.9	26.1	31.8	35.9	38	34.1	29.7	0.148525535003861	5.09497767782068	0.411501151273124	0.885507203571525
5	+	chr5:123015073-123030455	ENSMUSG00000049686	Orai1	protein_coding	[123030162]	1	325	27	27.7	36.7	27.9	17.9	22.4	26.1	37.6	-0.190233735822529	4.87394322153587	0.411553409098377	0.885507203571525
5	+	chr5:35056765-35087838	ENSMUSG00000044716	Dok7	protein_coding	[35080963]	1	462	42.2	36	33.1	38	44.4	47.7	48.9	26.4	0.165645830613383	5.35879670799478	0.411714860682442	0.885507203571525
8	+	chr8:15011024-15033332	ENSMUSG00000055675	Kbtbd11	protein_coding	[15033319]	1	359	33.2	38	24.7	34.9	32	29.9	26.1	29	-0.162599606912489	5.01309127667388	0.411941063909794	0.885507203571525
X	-	chrX:51003911-51018017	ENSMUSG00000050029	Rap2c	protein_coding	[51005098, 51004293]	2	765	71.3	70.5	63.5	69.1	68.6	58.7	60.2	66.7	-0.115263772317545	6.07313766128106	0.412039296651084	0.885507203571525
1	+	chr1:172376545-172384098	ENSMUSG00000050229	Pigm	protein_coding	[172382801, 172379034]	2	75	8.3	7.6	7.1	6.2	7.8	4	2.7	8.6	-0.364678762971241	2.97047522447396	0.412118356429104	0.885507203571525
6	+	chr6:53819973-53822149	ENSMUSG00000108255	RP23-446E21.6	lincRNA	[53822143]	1	34	4.2	2.8	2.1	4.7	2.3	3.5	3.3	0.7	-0.438396984323659	2.10449437711827	0.41232510513396	0.885507203571525
11	-	chr11:94287889-94321987	ENSMUSG00000020863	Luc7l3	protein_coding	[94291139, 94291547, 94287893, 94297770]	4	3323	278.1	316.1	309.6	271.6	282.9	300.8	265.7	258.8	-0.0848266222534493	8.16425768712772	0.412341091872986	0.885507203571525
2	+	chr2:164025449-164050537	ENSMUSG00000054582	Pabpc1l	protein_coding	[164050530]	1	36	2.8	1.4	3.5	2.3	2.3	4	4.7	3.3	0.528685457072154	2.15941927363858	0.412408755702374	0.885507203571525
X	-	chrX:86740869-88115644	ENSMUSG00000052372	Il1rapl1	protein_coding	[86740936, 87044361, 87668636]	3	743	63	72.6	59.9	71.4	63.1	58.1	62.9	62.1	-0.117806559139277	6.03152540691774	0.412528289321942	0.885507203571525
8	+	chr8:105297662-105305368	ENSMUSG00000014859	E2f4	protein_coding	[105305368]	1	300	26.3	28.4	29.6	24.8	24.2	24.2	21.4	27.7	-0.16404337658873	4.76474092120969	0.412590615265571	0.885507203571525
12	-	chr12:85340613-85374716	ENSMUSG00000021248	Tmed10	protein_coding	[85342794, 85340614]	2	2465	208.2	217.9	221.4	228.2	221.3	208.8	181.4	213.2	-0.0868982128227815	7.74025279396694	0.412606616434292	0.885507203571525
1	-	chr1:54472993-54557683	ENSMUSG00000073678	Pgap1	protein_coding	[54475549, 54473007]	2	4857	419.3	417.7	431.6	450.1	422.4	409.5	421.7	377	-0.07595323325741	8.7140021677134	0.412699560707455	0.885507203571525
17	+	chr17:25727750-25731455	ENSMUSG00000041199	Rpusd1	protein_coding	[25731455]	1	119	11.1	6.9	7.8	11.6	14.8	10.9	9.4	9.9	0.258205054773966	3.5385337820797	0.412782718132841	0.885507203571525
X	-	chrX:150645303-150657582	ENSMUSG00000025272	Tro	protein_coding	[150645309]	1	2650	222.1	218.6	225.7	211.9	226.8	269.2	241	198.7	0.0932561336796677	7.83470178954374	0.412985035091426	0.885507203571525
15	-	chr15:98737620-98763213	ENSMUSG00000051853	Arf3	protein_coding	[98737626, 98736395]	2	9006	785.2	763.5	722.8	741.2	805.1	811.5	850	708.4	0.075554964711013	9.59787195864361	0.413165441355214	0.885507203571525
1	+	chr1:87183312-87188404	ENSMUSG00000036480	Prss56	protein_coding	[87188403]	1	147	6.9	16.6	9.9	10.9	14.8	23	7.4	9.9	0.324614564103857	3.80317457629891	0.413274030287909	0.885507203571525
9	+	chr9:87022013-87077773	ENSMUSG00000032872	Cyb5r4	protein_coding	[87077379]	1	627	47	62.9	67.7	49.7	60	48.9	54.9	42.3	-0.149594633365289	5.79272193606617	0.41358168434079	0.885507203571525
18	+	chr18:57354732-57392718	ENSMUSG00000024594	Prrc1	protein_coding	[57389592, 57392352]	2	86	6.2	7.6	7.8	4.7	13.2	5.8	5.4	9.2	0.311788119114404	3.13499471332193	0.41361338016326	0.885507203571525
13	-	chr13:55319222-55321979	ENSMUSG00000034789	Rab24	protein_coding	[55319884]	1	1722	133.5	110	148.8	173.1	128.6	165.1	137.9	183.5	0.126784688432346	7.21960514438671	0.413616320031628	0.885507203571525
11	-	chr11:106780354-106789184	ENSMUSG00000020719	Ddx5	protein_coding	[106780355]	1	11147	1006.6	892.2	963.3	874.7	1034.3	928.3	1018.7	954.6	0.0741347338281806	9.90754131494715	0.413770215222554	0.885507203571525
18	+	chr18:23989631-24005375	ENSMUSG00000063281	Zfp35	protein_coding	[24005368]	1	45	3.5	3.5	4.2	7	3.1	1.7	2.7	5.9	-0.419908319470965	2.39340477766016	0.413771591720134	0.885507203571525
4	+	chr4:17852892-18119144	ENSMUSG00000028226	Mmp16	protein_coding	[17887923, 17868116, 18117477]	3	521	38.7	47	39.5	45.8	53.8	42.6	50.9	41.6	0.135680976590363	5.5318199885299	0.413832650066092	0.885507203571525
1	+	chr1:95313622-95335283	ENSMUSG00000051185	Fam174a	protein_coding	[95325110]	1	31	4.2	3.5	1.4	3.9	3.9	2.3	2.7	0	-0.554843525382138	2.01647678580135	0.413840606975559	0.885507203571525
11	+	chr11:5955692-5967779	ENSMUSG00000002741	Ykt6	protein_coding	[5967777]	1	2274	202	197.8	159.4	194.8	194.1	216.8	216.2	178.3	0.0965623117216173	7.61769641386384	0.413879603388461	0.885507203571525
15	-	chr15:43250039-43282735	ENSMUSG00000022336	Eif3e	protein_coding	[43250052]	1	883	76.1	65	65.6	83.8	83.4	59.8	73	104.3	0.138961494013173	6.27776795882744	0.413915802241866	0.885507203571525
8	+	chr8:104250902-104264935	ENSMUSG00000054400	Cklf	protein_coding	[104263443]	1	398	35.3	30.4	35.3	28.7	40.5	31.6	31.5	40.9	0.145119562305335	5.154894180973	0.413916862088791	0.885507203571525
14	-	chr14:70438747-70443470	ENSMUSG00000000776	Polr3d	protein_coding	[70438795]	1	409	40.8	29.7	43	34.9	31.2	35.7	40.2	25.7	-0.158634190472138	5.19149912409384	0.414002891646845	0.885507203571525
10	-	chr10:62580247-62602297	ENSMUSG00000020075	Ddx21	protein_coding	[62580253]	1	361	29.7	34.6	25.4	26.4	31.2	19	41.5	41.6	0.188832831579022	5.02165436623204	0.414192155008105	0.885507203571525
7	-	chr7:25228257-25237850	ENSMUSG00000057177	Gsk3a	protein_coding	[25228258]	1	1778	145.3	161.8	170.7	152.9	148.9	159.3	143.2	140.6	-0.0900514224119717	7.26889674742493	0.414196674642738	0.885507203571525
7	+	chr7:122067174-122082193	ENSMUSG00000030870	Ubfd1	protein_coding	[122082191]	1	1890	168.8	152.2	159.4	149	167.6	154.7	165.3	182.9	0.0891469910142264	7.35643933570111	0.414279118926817	0.885507203571525
11	-	chr11:62524945-62539260	ENSMUSG00000018509	Cenpv	protein_coding	[62524950, 62538239]	2	650	56	49.1	54.3	52.8	77.9	64.4	52.2	41.6	0.148479399043399	5.84138194164957	0.414306372784224	0.885507203571525
11	-	chr11:4701972-4704341	ENSMUSG00000059534	Uqcr10	protein_coding	[4701975]	1	4152	338.3	333.4	354.7	353.9	332.8	343.4	345.4	450.3	0.0932722351207894	8.48364329124562	0.414414248379186	0.885507203571525
7	+	chr7:142659692-142670355	ENSMUSG00000086266	Igf2os	antisense	[142670355]	1	47	4.8	6.9	3.5	3.1	3.9	4.6	1.3	4	-0.406758437516335	2.43719364787222	0.41450149603236	0.885507203571525
6	-	chr6:143828424-144781976	ENSMUSG00000041540	Sox5	protein_coding	[143828425, 143830518]	2	578	56	61.6	46.5	43.5	48.3	50.6	46.2	44.2	-0.13532961768746	5.67354897273653	0.414546895743805	0.885507203571525
3	+	chr3:107278857-107284081	ENSMUSG00000087260	Lamtor5	protein_coding	[107284078]	1	1807	155.7	140.4	158.7	146.7	168.3	150.7	180	143.9	0.093967214838139	7.29362723979444	0.414549735082415	0.885507203571525
3	-	chr3:84582625-85887517	ENSMUSG00000102805	Gm37240	protein_coding	[84811396]	1	163	19.4	21.4	9.2	10.9	8.6	15	14.1	12.5	-0.27013963463663	3.94115594527243	0.414612409048042	0.885507203571525
8	+	chr8:125729962-125748234	ENSMUSG00000031851	Ntpcr	protein_coding	[125748231]	1	206	21.4	15.2	14.8	13.2	13.2	16.7	26.1	19.8	0.229365883124523	4.25189974551216	0.414659482503184	0.885507203571525
8	-	chr8:111912017-111933790	ENSMUSG00000031951	Tmem231	protein_coding	[111912017]	1	256	25.6	15.9	22.6	31.8	18.7	15.5	26.8	21.1	-0.220252485183443	4.55286581510028	0.414706899835635	0.885507203571525
4	-	chr4:148145715-148152139	ENSMUSG00000055401	Fbxo6	protein_coding	[148145787]	1	131	14.5	14.5	8.5	11.6	9.4	10.9	14.1	6.6	-0.260208159579203	3.66009620721752	0.414743141177588	0.885507203571525
8	-	chr8:70646435-70659737	ENSMUSG00000056204	Pgpep1	protein_coding	[70646436]	1	97	11.8	10.4	7.8	7	4.7	8.6	6	9.9	-0.316085875569666	3.27882542024884	0.414845687507809	0.885507203571525
2	+	chr2:28840405-28905570	ENSMUSG00000026806	Ddx31	protein_coding	[28905216, 28905569]	2	136	9	9	11.3	13.2	13.2	5.8	13.4	19.8	0.287037605815133	3.71187815000349	0.414894155715611	0.885507203571525
5	+	chr5:147860460-147876455	ENSMUSG00000029649	Pomp	protein_coding	[147875779]	1	9058	705.7	689.5	786.3	825.8	737.3	681	785.8	1028.6	0.104438424003239	9.60976691024108	0.415031574432963	0.885612307967853
12	-	chr12:16535668-16589769	ENSMUSG00000020593	Lpin1	protein_coding	[16584989, 16535957]	2	402	34.6	28.4	32.4	35.7	39	35.7	29.4	41.6	0.15156472435196	5.16803071191001	0.415194358201255	0.885771481260282
X	+	chrX:49463944-49500243	ENSMUSG00000036198	Arhgap36	protein_coding	[49500240]	1	276	24.9	25.6	20.4	31	17.9	18.4	25.4	27.1	-0.192613315027047	4.65280787537688	0.415337193301151	0.885888037697337
14	+	chr14:55222006-55241434	ENSMUSG00000022209	Dhrs2	protein_coding	[55241440]	1	38	1.4	3.5	3.5	2.3	7.8	1.2	2.7	4.6	0.525137069959964	2.21805318312698	0.41555563273034	0.886113307923248
10	+	chr10:80930090-80932203	ENSMUSG00000015312	Gadd45b	protein_coding	[80932203]	1	43	3.5	0.7	4.2	3.9	2.3	5.2	2.7	6.6	0.4828897579715	2.34117504138323	0.415619254642217	0.886113307923248
2	+	chr2:32587094-32599697	ENSMUSG00000079442	St6galnac4	protein_coding	[32599695]	1	130	8.3	15.2	14.8	10.9	6.2	17.8	7.4	7.3	-0.312685797109666	3.64531367261811	0.415735023791458	0.886172024397583
5	-	chr5:143301194-143315359	ENSMUSG00000039244	E130309D02Rik	protein_coding	[143301209]	1	672	70.6	64.3	50.8	55.1	46.8	62.7	50.2	59.4	-0.130241010224343	5.88256677861409	0.415824697528799	0.886175103326811
12	-	chr12:27334263-27342573	ENSMUSG00000063632	Sox11	protein_coding	[27339802, 27338691, 27334596, 27335215]	4	4701	421.3	368.6	440.7	321.3	443.5	430.2	475.2	325.5	0.108489161293427	8.66097094568066	0.416060673993784	0.88648990445345
17	+	chr17:13007838-13018118	ENSMUSG00000006818	Sod2	protein_coding	[13015604]	1	130	11.8	11.8	14.1	10.9	7.8	10.9	8.7	13.2	-0.240716058610935	3.64943209068411	0.416699256465071	0.887421586389372
19	-	chr19:9872296-9899532	ENSMUSG00000024660	Incenp	protein_coding	[9872402]	1	450	31.1	42.2	46.5	43.5	37.4	39.7	34.8	35	-0.148480654354059	5.32578639064335	0.416735700546623	0.887421586389372
14	-	chr14:88464742-88471395	ENSMUSG00000050505	Pcdh20	protein_coding	[88464744, 88465622]	2	247	22.8	24.2	19	24.8	16.4	19	25.4	18.5	-0.190389204124393	4.50014441588527	0.416763005077526	0.887421586389372
9	-	chr9:21104068-21127345	ENSMUSG00000032175	Tyk2	protein_coding	[21104068]	1	211	18	29	14.8	16.3	12.5	24.7	12.7	15.2	-0.246475563228979	4.28169806581355	0.417114349053173	0.887957725402099
6	-	chr6:119570795-119848166	ENSMUSG00000030172	Erc1	protein_coding	[119571865, 119570803, 119749862, 119603622]	4	622	58.8	58.1	52.2	54.3	53.8	50.6	54.2	46.9	-0.124011779860137	5.77959526588801	0.417191607544056	0.887957725402099
19	+	chr19:46599083-46657388	ENSMUSG00000047731	Wbp1l	protein_coding	[46657382]	1	625	54	46.3	56.4	47.3	61.6	65	44.8	52.8	0.136038218106162	5.78131186186248	0.417474447738463	0.888371473111255
10	-	chr10:128548113-128549304	ENSMUSG00000093674	Rpl41	protein_coding	[128548109]	1	53	4.8	4.1	6.3	5.4	5.5	3.5	3.3	4	-0.372730122692314	2.57070718822849	0.41762562915355	0.888504939465846
14	+	chr14:31251449-31259943	ENSMUSG00000021901	Bap1	protein_coding	[31259923]	1	700	60.9	47	63.5	59	63.1	63.8	60.2	63.4	0.122676648182439	5.94308703265534	0.417766120755923	0.888574051063918
6	+	chr6:83962276-83965047	ENSMUSG00000107534	RP23-100I21.3	sense_intronic	[83965039]	1	38	4.2	3.5	4.2	3.1	3.1	2.9	2.7	2.6	-0.401589918733638	2.21574097130489	0.417934958996396	0.888574051063918
4	-	chr4:137741732-137796383	ENSMUSG00000028766	Alpl	protein_coding	[137741744]	1	125	11.1	6.9	6.3	14	6.2	8.6	12.7	19.8	0.31967920595585	3.59925610626611	0.417997698255121	0.888574051063918
13	-	chr13:49464026-49652745	ENSMUSG00000021391	Cenpp	protein_coding	[49464026]	1	58	7.6	4.1	2.8	8.5	3.9	2.9	6	4.6	-0.400104057508804	2.67206662988431	0.418027727829015	0.888574051063918
17	-	chr17:45585199-45599605	ENSMUSG00000023942	Slc29a1	protein_coding	[45585200]	1	571	44.3	56.7	38.1	46.6	41.3	54.6	58.2	50.2	0.144643738414765	5.65243404476002	0.418100454532863	0.888574051063918
19	-	chr19:4164323-4175478	ENSMUSG00000075289	Carns1	protein_coding	[4164326]	1	99	9.7	11.8	7.8	8.5	10.9	5.2	8.7	6.6	-0.300359487350807	3.30925713982813	0.418245679736343	0.888694649306501
14	-	chr14:65400672-65425471	ENSMUSG00000045731	Pnoc	protein_coding	[65401487]	1	969	95.5	83.7	81.8	86.1	92.7	88	73	67.3	-0.114745039141387	6.40627154926654	0.418672648292354	0.889400691526797
9	-	chr9:71626508-71771601	ENSMUSG00000032232	Cgnl1	protein_coding	[71626508]	1	881	65	67.1	79.7	79.2	92.7	65	66.3	95.1	0.128049503799651	6.2750247985008	0.418755064738175	0.889400691526797
3	-	chr3:57636882-57640836	ENSMUSG00000104965	RP23-132D7.2	TEC	[57636878]	1	100	13.1	7.6	6.3	10.9	7.8	6.9	8.7	7.9	-0.277232169697018	3.31999915232253	0.419081280910815	0.889758576621286
10	-	chr10:13523841-13553141	ENSMUSG00000019809	Pex3	protein_coding	[13523945, 13524117]	2	180	11.8	19.4	19.7	16.3	13.2	12.7	18.7	12.5	-0.23306443784033	4.07680445899185	0.419228095800538	0.889758576621286
9	+	chr9:105642977-105687656	ENSMUSG00000032571	Pik3r4	protein_coding	[105687647]	1	676	59.5	47.7	53.6	61.3	50.7	63.8	63.6	62.7	0.125195735499716	5.89138182088855	0.419246793701861	0.889758576621286
4	-	chr4:131768456-131838287	ENSMUSG00000028909	Ptpru	protein_coding	[131768457]	1	640	56	56.7	62.1	55.1	53.8	66.7	44.2	44.2	-0.132296490249211	5.81512683965298	0.419349867869693	0.889758576621286
11	+	chr11:70525366-70527857	ENSMUSG00000018286	Psmb6	protein_coding	[70527856, 70527645]	2	4990	481.5	416.4	461.2	407.5	451.3	442.9	391.5	382.3	-0.0836118529483398	8.75039380401543	0.419366497583151	0.889758576621286
9	+	chr9:22003034-22014218	ENSMUSG00000003402	Prkcsh	protein_coding	[22014220]	1	986	74.7	105.8	90.3	81.5	80.3	89.7	81	73.9	-0.11522248083314	6.42756578426187	0.419510721286097	0.889876596535915
4	+	chr4:124656806-124660654	ENSMUSG00000090125	Pou3f1	protein_coding	[124660651]	1	116	13.1	11.8	2.8	7	6.2	12.7	10.7	13.9	0.330445836013137	3.49991363470255	0.419650116799351	0.889984327097273
19	+	chr19:6241667-6262334	ENSMUSG00000024773	Atg2a	protein_coding	[6262293]	1	899	67.1	69.9	78.3	79.9	71.7	96	84.3	67.3	0.122360971607863	6.29223318195559	0.419848982960161	0.890218109531741
11	+	chr11:115814723-115823093	ENSMUSG00000020781	Tsen54	protein_coding	[115823088]	1	246	22.8	17.3	21.2	17.1	21	17.8	20.7	31	0.202845362244924	4.49351062113495	0.42018164868651	0.89027320526459
9	+	chr9:31386191-31421332	ENSMUSG00000042185	Nfrkb	protein_coding	[31421330]	1	312	28.4	36.7	23.3	25.6	21.8	37.4	19.4	19.8	-0.197177231486765	4.81215218928682	0.420291552022847	0.89027320526459
18	+	chr18:37442499-37446208	ENSMUSG00000047307	Pcdhb13	protein_coding	[37446208]	1	37	4.2	4.1	2.1	4.7	0.8	3.5	6	0	-0.502278301092789	2.18792938779581	0.42029420927692	0.89027320526459
19	-	chr19:37021290-37208600	ENSMUSG00000039652	Cpeb3	protein_coding	[37021296, 37019342]	2	1065	93.4	105.8	93.1	86.9	86.5	86.8	95.7	84.5	-0.102835143066978	6.53884026528659	0.420317685551578	0.89027320526459
11	+	chr11:120633767-120635124	ENSMUSG00000097062	Gm17586	lincRNA	[120635129]	1	50	1.4	5.5	5.6	1.6	6.2	3.5	2.7	7.9	0.483578448510426	2.50490202528458	0.420501167814198	0.89027320526459
17	+	chr17:79614899-79682151	ENSMUSG00000036368	Rmdn2	protein_coding	[79682811]	1	549	51.2	36.7	48.7	63.6	35.1	44.3	40.8	58.1	-0.157073193143817	5.60392119543732	0.420622357320807	0.89027320526459
10	-	chr10:12916647-12923099	ENSMUSG00000097378	B230208H11Rik	lincRNA	[12916643]	1	43	2.8	3.5	3.5	2.3	1.6	4.6	2.7	7.9	0.485648007629298	2.34060811621829	0.420642996298061	0.89027320526459
11	+	chr11:88999375-89020292	ENSMUSG00000000275	Trim25	protein_coding	[89020291]	1	439	36.7	39.4	36	47.3	33.5	38	32.1	39.6	-0.144879098269718	5.29125670440169	0.420699413757268	0.89027320526459
18	+	chr18:42394538-42397248	ENSMUSG00000024497	Pou4f3	protein_coding	[42397287]	1	300	22.1	24.9	31.7	16.3	32.7	34.5	20.7	21.8	0.202500759841342	4.7601189156582	0.420839991703472	0.89027320526459
10	+	chr10:4266328-4359467	ENSMUSG00000038587	Akap12	protein_coding	[4359467]	1	5719	495.4	506.3	445	468	582.2	492.9	485.3	467.4	0.0812330583446642	8.94857003860437	0.420975821853095	0.89027320526459
13	+	chr13:93303756-93404128	ENSMUSG00000007617	Homer1	protein_coding	[93404961, 93404003, 93360460, 93403789, 93405125]	5	428	40.1	35.3	36	44.2	28.8	32.8	45.5	32.3	-0.151198178365092	5.25632349019937	0.421075439317982	0.89027320526459
1	-	chr1:82233100-82291415	ENSMUSG00000055980	Irs1	protein_coding	[82233106]	1	1792	128.7	170.8	143.9	152.1	153.5	146.1	164	173.6	0.0973416817636256	7.28054437544879	0.421108617546113	0.89027320526459
7	-	chr7:109735833-109752874	ENSMUSG00000031021	Tmem9b	protein_coding	[109736048, 109735835, 109736566]	3	1788	157	165.3	160.8	151.3	155.1	150.1	153.9	138	-0.0890989750496621	7.27876257564196	0.421110149188269	0.89027320526459
6	-	chr6:83051265-83055272	ENSMUSG00000068329	Htra2	protein_coding	[83051283]	1	385	35.3	40.8	26.8	36.5	30.4	37.4	28.1	29	-0.149541650884876	5.10646829722961	0.421115889905622	0.89027320526459
5	+	chr5:90931116-91021367	ENSMUSG00000029376	Mthfd2l	protein_coding	[90933420, 91021365]	2	500	40.8	47	40.2	54.3	49.9	36.2	40.8	38.3	-0.148547988866029	5.47862545120374	0.421250196614737	0.890369733753875
18	-	chr18:80606204-80713070	ENSMUSG00000033016	Nfatc1	protein_coding	[80647819, 80606205]	2	102	4.2	14.5	4.2	7.8	8.6	12.7	6.7	10.6	0.334305663820626	3.33962693490115	0.421592519743596	0.890905800190338
9	+	chr9:118606689-118901002	ENSMUSG00000039115	Itga9	protein_coding	[118901001]	1	120	8.3	9	14.1	14	8.6	9.8	7.4	11.9	-0.254055328391629	3.5490675549411	0.421821437734711	0.8912020447218
4	-	chr4:129643979-129672766	ENSMUSG00000003731	Kpna6	protein_coding	[129643984]	1	625	56	50.5	51.5	47.3	55.3	52.3	54.9	61.4	0.121299932144503	5.78350315542153	0.422209068578303	0.891502019602834
9	+	chr9:41376396-41617771	ENSMUSG00000074415	2610203C20Rik	processed_transcript	[41592819, 41581030]	2	3815	323.1	336.1	308.9	292.6	381.1	389.9	333.3	252.2	0.10523386660032	8.36027420872828	0.422258024530337	0.891502019602834
10	+	chr10:79927042-79955017	ENSMUSG00000019564	Arid3a	protein_coding	[79955010]	1	122	9.7	11.8	9.9	6.2	10.1	9.2	11.4	15.2	0.274940808060864	3.56766909056156	0.422347530449351	0.891502019602834
14	+	chr14:66911169-66920053	ENSMUSG00000046204	Pnma2	protein_coding	[66920052]	1	999	81.6	79.5	105.1	91.6	86.5	85.1	89.7	70	-0.11078398186466	6.45009513944799	0.422439018773793	0.891502019602834
17	-	chr17:27122662-27133915	ENSMUSG00000024208	Uqcc2	protein_coding	[27122668]	1	1131	96.9	95.4	109.3	101.7	85.7	90.3	106.4	93.1	-0.100913287431656	6.62507732875324	0.422638250003735	0.891502019602834
6	+	chr6:145211133-145216938	ENSMUSG00000040370	Lyrm5	protein_coding	[145216535]	1	115	8.3	6.9	7.8	11.6	6.2	5.2	9.4	23.8	0.367025759212455	3.49442188342161	0.422777838341809	0.891502019602834
10	+	chr10:80016652-80031471	ENSMUSG00000035697	Hmha1	protein_coding	[80031464]	1	45	4.2	4.1	4.9	4.7	2.3	3.5	0.7	6.6	-0.424054343384086	2.39120653807326	0.422811342754225	0.891502019602834
8	+	chr8:83900104-83941953	ENSMUSG00000013033	Adgrl1	protein_coding	[83941945]	1	2469	194.4	178.4	172.1	263.1	180.8	166.2	234.9	313.6	0.149627217735115	7.74299444777619	0.422816029655506	0.891502019602834
9	+	chr9:58823511-58860954	ENSMUSG00000032338	Hcn4	protein_coding	[58863171]	1	412	33.2	31.8	26.8	41.1	35.1	27	33.5	56.1	0.190039168090644	5.20462887815873	0.422887239398023	0.891502019602834
9	+	chr9:65668000-65690299	ENSMUSG00000040652	Oaz2	protein_coding	[65690296]	1	5156	470.5	421.2	473.9	459.5	417	442.9	374.8	487.2	-0.083196691229144	8.79680702437113	0.422924230316957	0.891502019602834
12	-	chr12:101918900-101958245	ENSMUSG00000021189	Atxn3	protein_coding	[101918902]	1	1195	106.5	101.7	98.7	86.1	100.5	123.7	94.4	104.3	0.107912009943351	6.69496712167373	0.423026118628524	0.891502019602834
16	+	chr16:84834924-84863778	ENSMUSG00000008976	Gabpa	protein_coding	[84861592, 84863774]	2	77	2.8	6.2	8.5	5.4	3.1	6.9	6.7	12.5	0.367793720682795	2.99706878804298	0.423078893134075	0.891502019602834
