chr	strand	gene_locus	gene_id	gene_name	gene_biotype	sites_position_cDNA	sites_num	cDNA_sum	c1:d14_WT1	c2:d14_WT2	c3:d14_WT3	c4:d14_WT4	t1:d14_HET1	t2:d14_HET2	t3:d14_HET3	t4:d14_HET4
10	-	chr10:91116573-91124058	ENSMUSG00000061904	Slc25a3	protein_coding	[91116792]	1	5686	390	889	883	649	692	673	765	745
3	-	chr3:90385238-90389937	ENSMUSG00000027932	Slc27a3	protein_coding	[90385239]	1	441	27	73	57	64	65	72	45	38
10	-	chr10:34151393-34207550	ENSMUSG00000039497	Dse	protein_coding	[34151390]	1	213	16	56	37	20	20	17	17	30
7	-	chr7:30568857-30588725	ENSMUSG00000006307	Kmt2b	protein_coding	[30568858]	1	192	14	37	21	24	21	22	21	32
17	+	chr17:71781946-71858350	ENSMUSG00000024059	Clip4	protein_coding	[71858349]	1	235	16	32	26	28	39	26	40	28
1	+	chr1:182409171-182462431	ENSMUSG00000026510	Trp53bp2	protein_coding	[182462429]	1	338	35	60	50	29	33	37	49	45
1	-	chr1:44106545-44118807	ENSMUSG00000026047	Kdelc1	protein_coding	[44106886]	1	517	45	102	71	65	56	64	51	63
15	+	chr15:100761746-100823967	ENSMUSG00000023032	Slc4a8	protein_coding	[100814524, 100823966]	2	451	37	65	53	65	53	54	62	62
15	+	chr15:100869857-101045937	ENSMUSG00000023033	Scn8a	protein_coding	[101045909]	1	539	42	104	77	71	61	56	73	55
1	-	chr1:45374320-45503281	ENSMUSG00000026042	Col5a2	protein_coding	[45375787]	1	77	7	25	11	8	4	12	7	3
1	-	chr1:181087137-181144203	ENSMUSG00000026516	Nvl	protein_coding	[181089915, 181087140, 181093422]	3	223	9	39	42	24	23	26	29	31
7	-	chr7:7202121-7209997	ENSMUSG00000066838	Zfp772	protein_coding	[7203026, 7202119]	2	271	14	55	38	35	42	31	22	34
1	+	chr1:44147743-44181259	ENSMUSG00000026048	Ercc5	protein_coding	[44181169]	1	104	3	19	19	7	8	18	9	21
1	-	chr1:44086612-44102440	ENSMUSG00000026049	Tex30	protein_coding	[44086614]	1	274	16	37	43	27	48	25	41	37
1	-	chr1:63143595-63176832	ENSMUSG00000025968	Ndufs1	protein_coding	[63143602]	1	1214	85	201	169	153	145	157	143	161
1	+	chr1:62703284-62818694	ENSMUSG00000025969	Nrp2	protein_coding	[62796968, 62799310]	2	847	60	154	134	105	102	107	87	98
10	-	chr10:8722218-8886069	ENSMUSG00000015305	Sash1	protein_coding	[8722218]	1	397	26	86	64	38	46	37	49	51
17	+	chr17:33089309-33106202	ENSMUSG00000067424	Zfp563	protein_coding	[33107052]	1	59	6	9	6	7	9	9	6	7
1	+	chr1:63730613-63754654	ENSMUSG00000025962	Fastkd2	protein_coding	[63752464]	1	132	5	22	19	8	19	20	22	17
1	+	chr1:63445890-63596275	ENSMUSG00000025964	Adam23	protein_coding	[63596099, 63596276]	2	465	40	68	56	53	61	60	55	72
2	+	chr2:152226838-152281851	ENSMUSG00000074698	Csnk2a1	protein_coding	[152281427, 152281844]	2	4499	328	762	648	542	579	511	592	537
6	-	chr6:118587239-119196417	ENSMUSG00000051331	Cacna1c	protein_coding	[118587239]	1	204	9	37	32	14	32	25	28	27
6	+	chr6:52713728-52766779	ENSMUSG00000004535	Tax1bp1	protein_coding	[52766776, 52753315, 52766485]	3	1482	100	238	251	186	153	167	185	202
5	-	chr5:113086322-113163350	ENSMUSG00000051339	2900026A02Rik	protein_coding	[113086324]	1	99	10	20	12	4	9	10	17	17
12	-	chr12:72650355-72664827	ENSMUSG00000021094	Dhrs7	protein_coding	[72650410]	1	159	10	25	25	21	23	24	12	19
12	+	chr12:72761210-72794939	ENSMUSG00000021096	Ppm1a	protein_coding	[72799817, 72794938, 72789473, 72788218, 72786783]	5	1516	88	258	229	170	177	180	187	227
12	-	chr12:104763113-104865075	ENSMUSG00000021097	Clmn	protein_coding	[104763115]	1	79	5	17	13	9	9	7	8	11
8	-	chr8:109591342-109608672	ENSMUSG00000031730	Dhodh	protein_coding	[109593478]	1	210	17	41	22	29	23	32	21	25
8	-	chr8:91798524-91801915	ENSMUSG00000031734	Irx3	protein_coding	[91798526]	1	118	9	20	16	21	8	19	10	15
8	-	chr8:92326037-92356119	ENSMUSG00000031736	Crnde	lincRNA	[92326033]	1	36	3	6	6	3	6	5	4	3
8	+	chr8:92357795-92361455	ENSMUSG00000031737	Irx5	protein_coding	[92361453]	1	50	1	13	5	5	4	6	9	7
10	-	chr10:31689309-32890461	ENSMUSG00000069670	Nkain2	protein_coding	[32795939, 32216388, 31689319, 32865352, 32663722, 32525941, 32842808, 32680510]	8	772	51	143	99	100	81	111	94	93
13	-	chr13:59755408-59769809	ENSMUSG00000044792	Isca1	protein_coding	[59755417]	1	1844	136	340	262	204	210	211	237	244
X	+	chrX:134075315-134075396	ENSMUSG00000093172	Mir3112	miRNA	[134075861]	1	67	3	15	9	6	4	8	13	9
6	-	chr6:85469573-85502993	ENSMUSG00000047013	Fbxo41	protein_coding	[85469584]	1	58	2	10	7	9	10	7	11	2
7	-	chr7:99657803-99711339	ENSMUSG00000030737	Slco2b1	protein_coding	[99658410]	1	149	18	22	20	14	19	22	21	13
10	+	chr10:58497969-58576241	ENSMUSG00000038010	Ccdc138	protein_coding	[58576241]	1	61	7	9	8	4	10	4	12	7
5	-	chr5:8966032-8997323	ENSMUSG00000003623	Crot	protein_coding	[8966047]	1	100	7	22	16	9	13	15	7	11
13	-	chr13:48879218-48968016	ENSMUSG00000038014	Fam120a	protein_coding	[48879214, 48880238]	2	182	14	35	28	19	21	24	20	21
19	-	chr19:60198585-60226696	ENSMUSG00000057858	Fam204a	protein_coding	[60199346]	1	40	2	6	7	4	5	4	9	3
3	-	chr3:129982758-130061552	ENSMUSG00000001052	Sec24b	protein_coding	[130023818, 130030539, 129983183]	3	547	37	98	66	68	70	69	60	79
12	+	chr12:105336593-105383931	ENSMUSG00000097929	Tunar	lincRNA	[105383930, 105382109]	2	818	51	157	109	96	121	88	90	106
17	+	chr17:87107678-87137582	ENSMUSG00000037104	Socs5	protein_coding	[87136626]	1	607	49	108	100	73	75	77	63	62
5	-	chr5:120419658-120431766	ENSMUSG00000098649	Gm27199	antisense	[120419656]	1	127	6	16	22	17	12	20	16	18
6	+	chr6:134929091-134956797	ENSMUSG00000098318	1190002F15Rik	lincRNA	[134951574]	1	87	8	11	10	10	12	11	13	12
6	-	chr6:42315311-42324642	ENSMUSG00000029861	Fam131b	protein_coding	[42315716]	1	153	13	32	9	18	17	19	24	21
6	+	chr6:42349629-42360212	ENSMUSG00000029860	Zyx	protein_coding	[42358393]	1	226	20	54	27	24	28	18	31	24
15	-	chr15:45106283-45114933	ENSMUSG00000022342	Kcnv1	protein_coding	[45105817, 45108698]	2	77	5	13	9	7	14	7	9	13
6	+	chr6:42245934-42250446	ENSMUSG00000029864	Gstk1	protein_coding	[42250440]	1	63	5	14	9	11	7	3	5	9
5	+	chr5:147077049-147111596	ENSMUSG00000029642	Polr1d	protein_coding	[147111360, 147079084]	2	945	83	160	141	87	119	126	118	111
6	+	chr6:41605481-41620508	ENSMUSG00000029869	Ephb6	protein_coding	[41620501]	1	259	16	39	39	40	28	35	41	21
5	+	chr5:147860460-147876455	ENSMUSG00000029649	Pomp	protein_coding	[147875779]	1	3558	242	562	523	421	420	446	492	452
5	-	chr5:147561603-147726010	ENSMUSG00000029648	Flt1	protein_coding	[147638081, 147635163, 147561605]	3	320	28	66	29	37	43	43	34	40
15	+	chr15:89453912-89464467	ENSMUSG00000022619	Mapk8ip2	protein_coding	[89462444, 89464463]	2	1053	77	180	143	120	139	128	141	125
4	-	chr4:83220299-83324254	ENSMUSG00000038172	Ttc39b	protein_coding	[83220460, 83220300]	2	183	16	29	31	17	22	23	27	18
13	+	chr13:45389741-45412018	ENSMUSG00000038175	Mylip	protein_coding	[45412018]	1	185	14	24	28	21	21	18	36	23
1	-	chr1:58522805-58586322	ENSMUSG00000038174	Fam126b	protein_coding	[58522923]	1	235	10	41	39	23	26	23	37	36
10	-	chr10:81459226-81482708	ENSMUSG00000034818	Celf5	protein_coding	[81459227]	1	1406	98	215	186	150	181	160	200	216
10	+	chr10:119454033-120087260	ENSMUSG00000034813	Grip1	protein_coding	[120055008, 119543712, 119590276, 120077160]	4	194	13	32	25	28	25	25	24	22
3	-	chr3:123368296-123386107	ENSMUSG00000028114	Mettl14	protein_coding	[123368299]	1	836	48	159	104	107	95	114	102	107
X	+	chrX:36873899-36884221	ENSMUSG00000016308	Ube2a	protein_coding	[36884217, 36883250]	2	436	31	75	60	44	54	52	64	56
8	+	chr8:71951037-71993407	ENSMUSG00000052446	Zfp961	protein_coding	[71987169, 71970331]	2	242	13	40	25	26	35	28	35	40
2	+	chr2:169633012-170071815	ENSMUSG00000047907	Tshz2	protein_coding	[169913091, 170072749, 169888501, 170071949, 169883551]	5	1240	96	206	194	127	141	156	149	171
3	+	chr3:154663858-154767789	ENSMUSG00000078161	Erich3	protein_coding	[154767781]	1	81	8	15	12	11	5	10	10	10
2	+	chr2:11777875-11790328	ENSMUSG00000047909	Ankrd16	protein_coding	[11790320]	1	220	9	31	26	30	24	29	39	32
7	+	chr7:25681157-25686557	ENSMUSG00000063439	B9d2	protein_coding	[25686553]	1	249	22	62	27	35	36	24	18	25
11	+	chr11:67052669-67067069	ENSMUSG00000069844	Sco1	protein_coding	[67064899]	1	86	3	11	15	13	12	9	9	14
1	-	chr1:33761544-33814594	ENSMUSG00000042197	Zfp451	protein_coding	[33795176, 33761546, 33792139, 33761750, 33797691]	5	2281	171	395	334	253	279	308	284	257
9	+	chr9:53771534-53818160	ENSMUSG00000042195	Slc35f2	protein_coding	[53818152]	1	258	17	41	47	20	35	30	32	36
MT	+	chrMT:5327-6871	ENSMUSG00000064351	mt-Co1	protein_coding	[5673]	1	308	30	47	45	40	44	32	40	30
4	+	chr4:3938887-3951045	ENSMUSG00000042198	Chchd7	protein_coding	[3951377, 3941414, 3943521]	3	495	44	81	73	51	56	62	63	65
19	+	chr19:48206024-48805504	ENSMUSG00000063434	Sorcs3	protein_coding	[48805497, 48738771]	2	256	20	55	43	22	27	24	28	37
18	-	chr18:31942996-31949635	ENSMUSG00000052229	Gpr17	protein_coding	[31943014]	1	653	53	137	121	64	108	72	58	40
3	-	chr3:41066325-41083045	ENSMUSG00000049940	Pgrmc2	protein_coding	[41066681, 41066338]	2	245	17	39	36	19	32	29	40	33
8	+	chr8:58911754-58914297	ENSMUSG00000049946	BC030500	protein_coding	[58913860, 58914295]	2	195	7	27	25	30	27	25	28	26
7	+	chr7:28267880-28269271	ENSMUSG00000046058	Eid2	protein_coding	[28269166]	1	1620	153	230	247	172	178	195	251	194
17	-	chr17:47488049-47502286	ENSMUSG00000023980	Taf8	protein_coding	[47488285]	1	84	6	13	17	10	16	8	8	6
6	+	chr6:73248381-73276910	ENSMUSG00000052738	Suclg1	protein_coding	[73276904]	1	1416	112	250	195	165	173	159	199	163
17	+	chr17:26561488-26656930	ENSMUSG00000001576	Ergic1	protein_coding	[26656930]	1	2381	175	447	344	252	319	284	271	289
1	-	chr1:57955100-58018955	ENSMUSG00000054770	Kctd18	protein_coding	[57955257]	1	217	11	30	27	18	32	44	32	23
4	+	chr4:40948406-40965302	ENSMUSG00000028419	Chmp5	protein_coding	[40965301]	1	1918	130	295	309	197	209	202	298	278
15	-	chr15:58941243-59082025	ENSMUSG00000022353	Mtss1	protein_coding	[58941230]	1	227	30	30	23	24	34	29	25	32
X	-	chrX:142851145-142966727	ENSMUSG00000042225	Ammecr1	protein_coding	[142851682]	1	46	1	9	8	2	7	7	4	8
2	-	chr2:158353699-158361579	ENSMUSG00000085385	Snhg17	processed_transcript	[158353701]	1	62	5	7	14	7	3	8	9	9
2	+	chr2:164456963-164479637	ENSMUSG00000045503	Sys1	protein_coding	[164464959]	1	116	9	21	16	11	9	13	16	21
5	+	chr5:27218184-27220779	ENSMUSG00000106537	RP23-478E6.3	TEC	[27224734]	1	230	6	46	26	19	29	29	29	46
15	-	chr15:73205104-73423190	ENSMUSG00000022607	Ptk2	protein_coding	[73205104]	1	310	15	58	44	27	44	44	34	44
9	-	chr9:96332654-96364441	ENSMUSG00000032412	Atp1b3	protein_coding	[96332658, 96333044]	2	713	52	143	104	92	76	87	80	79
9	-	chr9:96539299-96631616	ENSMUSG00000032413	Rasa2	protein_coding	[96539300]	1	648	57	75	107	52	89	76	98	94
9	-	chr9:86307305-86464949	ENSMUSG00000032415	Ube2cbp	protein_coding	[86307314]	1	94	5	23	12	8	12	13	8	13
9	+	chr9:86571990-86574898	ENSMUSG00000032417	Rwdd2a	protein_coding	[86574897]	1	488	39	74	63	61	71	58	66	56
9	-	chr9:86581370-86695952	ENSMUSG00000032418	Me1	protein_coding	[86581375]	1	665	48	106	102	67	84	82	93	83
10	+	chr10:45335761-45369707	ENSMUSG00000071317	Bves	protein_coding	[45369705]	1	36	5	6	5	2	4	5	4	5
15	-	chr15:58175878-58214891	ENSMUSG00000022358	Fbxo32	protein_coding	[58175881]	1	54	4	7	3	10	6	11	4	9
2	-	chr2:132337732-132385446	ENSMUSG00000050558	Prokr2	protein_coding	[132370330]	1	44	1	7	5	6	6	6	6	7
7	+	chr7:55841744-55930699	ENSMUSG00000030447	Cyfip1	protein_coding	[55930697]	1	165	11	30	27	13	19	18	21	26
13	+	chr13:67813739-67827001	ENSMUSG00000030446	Zfp273	protein_coding	[67826999]	1	50	3	6	9	5	4	9	6	8
14	-	chr14:75896936-76010864	ENSMUSG00000067995	Gtf2f2	protein_coding	[75948308, 75896933]	2	241	10	40	37	34	29	26	32	33
6	-	chr6:120794304-120822792	ENSMUSG00000019210	Atp6v1e1	protein_coding	[120795244]	1	1956	150	324	282	209	251	232	253	255
3	-	chr3:14606283-14611284	ENSMUSG00000078784	1810022K09Rik	protein_coding	[14606292]	1	140	11	19	20	15	20	21	17	17
4	+	chr4:124880898-124917799	ENSMUSG00000028876	Epha10	protein_coding	[124917799]	1	483	45	63	63	48	74	69	61	60
17	+	chr17:56673224-56711768	ENSMUSG00000002372	Ranbp3	protein_coding	[56711760]	1	632	51	102	79	70	72	85	86	87
11	-	chr11:70651849-70654643	ENSMUSG00000018293	Pfn1	protein_coding	[70651848]	1	556	36	112	80	61	56	75	71	65
11	-	chr11:98704590-98729434	ENSMUSG00000017210	Med24	protein_coding	[98704596]	1	303	19	56	43	30	41	31	39	44
2	-	chr2:53134703-53191283	ENSMUSG00000061136	Prpf40a	protein_coding	[53134705, 53136844, 53138910, 53138143]	4	518	43	77	71	64	61	64	68	70
19	-	chr19:7225667-7241221	ENSMUSG00000024764	Naa40	protein_coding	[7225673]	1	1053	56	170	136	121	156	86	164	164
19	-	chr19:7198201-7206315	ENSMUSG00000024767	Otub1	protein_coding	[7198210]	1	448	42	67	54	64	60	52	51	58
19	-	chr19:33517780-33719668	ENSMUSG00000024766	Lipo1	protein_coding	[33555164]	1	275	18	52	34	30	31	42	33	35
6	-	chr6:52169061-52213335	ENSMUSG00000079560	Hoxa3	protein_coding	[52198656, 52169062]	2	398	25	60	56	39	50	55	61	52
19	+	chr19:6306455-6325651	ENSMUSG00000024769	Cdc42bpg	protein_coding	[6325649]	1	96	4	14	17	9	11	12	9	20
8	-	chr8:69610856-69625547	ENSMUSG00000060427	Zfp868	protein_coding	[69610850, 69610653]	2	162	16	27	18	15	15	25	27	19
1	-	chr1:42590781-42694841	ENSMUSG00000060424	Pantr1	lincRNA	[42648198]	1	595	41	86	84	72	67	70	90	85
2	+	chr2:13573926-13582825	ENSMUSG00000026728	Vim	protein_coding	[13582823]	1	2208	165	375	366	273	214	270	262	283
2	-	chr2:13076820-13271414	ENSMUSG00000026727	Rsu1	protein_coding	[13076967]	1	207	22	39	30	19	26	25	21	25
1	-	chr1:160219173-160793210	ENSMUSG00000026721	Rabgap1l	protein_coding	[160219174]	1	1978	141	334	269	258	226	251	274	225
15	-	chr15:55638842-55906948	ENSMUSG00000060429	Sntb1	protein_coding	[55636397]	1	78	9	12	7	9	10	9	14	8
X	+	chrX:159372177-159389927	ENSMUSG00000067194	Eif1ax	protein_coding	[159388000, 159389617, 159388690]	3	841	44	124	141	96	102	91	122	121
1	+	chr1:79776017-79781444	ENSMUSG00000026248	Mrpl44	protein_coding	[79781442]	1	414	33	73	68	36	37	61	58	48
19	+	chr19:41830167-41830808	ENSMUSG00000067199	Frat1	pseudogene	[41832578]	1	250	20	35	38	39	26	34	25	33
8	+	chr8:111536096-111626029	ENSMUSG00000033545	Znrf1	protein_coding	[111623665, 111623083, 111625716]	3	757	42	144	101	99	104	100	86	81
5	+	chr5:108660330-108684556	ENSMUSG00000033540	Idua	protein_coding	[108684553]	1	37	1	5	3	6	5	5	9	3
9	+	chr9:70012549-70022865	ENSMUSG00000033543	Gtf2a2	protein_coding	[70022737]	1	1223	89	218	153	146	148	153	158	158
8	+	chr8:69808678-69821869	ENSMUSG00000036246	Gmip	protein_coding	[69821857]	1	52	3	5	8	4	8	11	7	6
3	-	chr3:130695911-130709443	ENSMUSG00000041084	Ostc	protein_coding	[130695920]	1	2671	209	467	455	283	308	277	350	322
5	-	chr5:139706695-139736335	ENSMUSG00000036718	Micall2	protein_coding	[139706696]	1	76	8	10	7	5	12	8	13	13
18	+	chr18:64887755-65217825	ENSMUSG00000024589	Nedd4l	protein_coding	[65213312, 65217824, 65213186]	3	580	42	93	112	57	67	56	82	71
18	-	chr18:64456549-64489065	ENSMUSG00000024588	Fech	protein_coding	[64457265]	1	156	15	23	23	20	21	14	17	23
6	-	chr6:82725024-82774453	ENSMUSG00000000628	Hk2	protein_coding	[82725028]	1	63	10	11	6	3	11	8	5	9
14	+	chr14:47737338-47739893	ENSMUSG00000102171	Gm37874	TEC	[47739894]	1	119	10	21	14	12	18	12	17	15
1	-	chr1:78417974-78488896	ENSMUSG00000026245	Farsb	protein_coding	[78425086]	1	2637	198	437	374	326	285	345	342	330
8	+	chr8:83955506-83970196	ENSMUSG00000005470	Asf1b	protein_coding	[83970193]	1	49	3	5	13	5	5	6	3	9
1	+	chr1:134037253-134048276	ENSMUSG00000041559	Fmod	protein_coding	[134048158]	1	151	13	37	15	25	17	18	16	10
6	-	chr6:82911884-82939768	ENSMUSG00000000627	Sema4f	protein_coding	[82911885]	1	426	28	76	62	51	45	53	58	53
18	-	chr18:64499664-64516556	ENSMUSG00000024587	Nars	protein_coding	[64500214]	1	227	20	35	36	18	34	28	37	19
7	-	chr7:128439776-128461716	ENSMUSG00000030846	Tial1	protein_coding	[128447481, 128442474, 128439778, 128442269]	4	722	53	107	93	79	85	99	108	98
9	-	chr9:41964719-42124296	ENSMUSG00000049313	Sorl1	protein_coding	[41965020, 41968244, 41964717]	3	266	18	50	39	32	38	23	29	37
2	+	chr2:32450456-32456952	ENSMUSG00000039164	Naif1	protein_coding	[32456953]	1	76	4	17	13	4	7	13	8	10
4	+	chr4:132308677-132311023	ENSMUSG00000086290	Snhg12	lincRNA	[132311022]	1	462	33	62	64	50	53	63	61	76
9	+	chr9:108296852-108302301	ENSMUSG00000032607	Amt	protein_coding	[108302295]	1	573	46	110	88	62	87	56	56	68
10	-	chr10:40287457-40302187	ENSMUSG00000075232	Amd1	protein_coding	[40287459]	1	356	23	62	67	39	40	47	37	41
10	-	chr10:25169089-25307869	ENSMUSG00000039166	Akap7	protein_coding	[25169089]	1	1666	124	237	249	176	220	217	244	199
12	+	chr12:109603979-109661715	ENSMUSG00000097451	Rian	processed_transcript	[109653984, 109636195, 109634023, 109650793, 109632075, 109654988]	6	2682	151	463	375	306	343	316	383	345
6	-	chr6:28211007-28214804	ENSMUSG00000106990	RP23-23C4.6	TEC	[28210593, 28212490]	2	100	10	20	13	12	10	10	10	15
7	+	chr7:105554359-105558387	ENSMUSG00000037049	Smpd1	protein_coding	[105558380]	1	652	58	119	83	67	76	71	99	79
2	+	chr2:160645887-160722763	ENSMUSG00000070544	Top1	protein_coding	[160722760, 160693750]	2	2323	175	354	316	256	291	285	320	326
2	-	chr2:121545528-121807086	ENSMUSG00000027238	Frmd5	protein_coding	[121545530, 121548307]	2	648	40	108	96	64	78	81	84	97
2	-	chr2:91929804-91932296	ENSMUSG00000027239	Mdk	protein_coding	[91929827]	1	873	65	183	133	87	91	132	79	103
2	-	chr2:181227614-181242026	ENSMUSG00000027580	Helz2	protein_coding	[181227622]	1	45	2	9	3	8	6	8	5	4
2	-	chr2:181306458-181314499	ENSMUSG00000027581	Stmn3	protein_coding	[181306458]	1	14885	1149	2889	2021	1719	2024	1884	1662	1537
2	-	chr2:181387761-181459425	ENSMUSG00000027583	Zbtb46	protein_coding	[181410548, 181387765]	2	556	47	97	82	69	57	66	73	65
11	-	chr11:67037904-67052593	ENSMUSG00000020910	Adprm	protein_coding	[67037898, 67038054]	2	122	6	20	18	11	15	21	21	10
2	+	chr2:181837853-181857460	ENSMUSG00000027589	Pcmtd2	protein_coding	[181856851, 181857445]	2	411	27	58	62	47	41	57	62	57
11	-	chr11:98992942-99024188	ENSMUSG00000020914	Top2a	protein_coding	[98992948]	1	1035	71	196	171	113	118	133	132	101
17	+	chr17:33824590-33838315	ENSMUSG00000041881	Ndufa7	protein_coding	[33838307]	1	3633	265	568	510	383	449	467	498	493
11	-	chr11:70392882-70410030	ENSMUSG00000018921	Pelp1	protein_coding	[70390618, 70392883]	2	286	26	44	33	36	37	41	35	34
8	-	chr8:111993439-112011322	ENSMUSG00000031948	Kars	protein_coding	[111993443]	1	1054	70	154	146	130	130	143	135	146
15	+	chr15:59315076-59331191	ENSMUSG00000022351	Sqle	protein_coding	[59331191]	1	2506	203	450	384	264	341	316	281	267
7	-	chr7:81460398-81493924	ENSMUSG00000062444	Ap3b2	protein_coding	[81460401]	1	1679	120	236	221	197	227	208	237	233
5	-	chr5:122787458-122821338	ENSMUSG00000029472	Anapc5	protein_coding	[122787730]	1	2729	187	590	356	309	337	382	297	271
1	-	chr1:72259166-72284313	ENSMUSG00000026189	Pecr	protein_coding	[72259174]	1	114	8	18	17	13	17	16	13	12
1	+	chr1:72284368-72303103	ENSMUSG00000026188	Tmem169	protein_coding	[72303101]	1	289	15	56	51	33	37	39	31	27
15	+	chr15:97784354-97792691	ENSMUSG00000081534	Slc48a1	protein_coding	[97792687]	1	58	3	12	10	4	5	6	11	7
16	+	chr16:16896468-16927363	ENSMUSG00000026181	Ppm1f	protein_coding	[16927357]	1	449	26	72	63	48	64	49	60	67
1	-	chr1:72857931-72874883	ENSMUSG00000026185	Igfbp5	protein_coding	[72858064, 72857933]	2	2488	215	414	350	325	208	279	307	390
11	+	chr11:78499090-78502323	ENSMUSG00000017344	Vtn	protein_coding	[78502322]	1	440	28	81	73	46	47	72	59	34
3	-	chr3:158067185-158076111	ENSMUSG00000104597	RP24-68G17.4	antisense	[158067186, 158073997]	2	822	60	131	114	95	92	116	101	113
16	-	chr16:96120617-96127728	ENSMUSG00000040681	Hmgn1	protein_coding	[96121596]	1	661	58	130	103	70	74	66	76	84
2	-	chr2:91137359-91183836	ENSMUSG00000040687	Madd	protein_coding	[91137360]	1	831	55	152	122	99	99	89	113	102
11	+	chr11:70212751-70216416	ENSMUSG00000040938	Slc16a11	protein_coding	[70216411]	1	80	9	14	13	11	6	13	5	9
14	-	chr14:55715872-55722256	ENSMUSG00000040472	Rabggta	protein_coding	[55716324]	1	32	0	3	5	6	4	6	6	2
17	-	chr17:70973919-70990786	ENSMUSG00000034868	Myl12b	protein_coding	[70974031]	1	394	28	54	58	35	70	50	46	53
17	-	chr17:15519207-15527300	ENSMUSG00000014771	Pdcd2	protein_coding	[15521575]	1	67	6	9	11	8	6	12	10	5
8	+	chr8:69110470-69111243	ENSMUSG00000090108	Gm15717	antisense	[69113704]	1	5380	431	875	740	616	691	638	734	655
10	-	chr10:33994988-33995053	ENSMUSG00000090666	Gm17567	protein_coding	[33992987]	1	58	7	8	8	10	5	5	9	6
2	-	chr2:120732815-120850603	ENSMUSG00000090100	Ttbk2	protein_coding	[120732818]	1	1219	88	187	196	138	153	130	168	159
1	+	chr1:171370098-171388597	ENSMUSG00000006411	Pvrl4	protein_coding	[171388286]	1	82	6	10	12	8	8	6	18	14
12	+	chr12:16810964-16826742	ENSMUSG00000057469	E2f6	protein_coding	[16821750]	1	79	4	10	16	14	8	9	9	9
15	-	chr15:98877777-98881403	ENSMUSG00000023755	Rhebl1	protein_coding	[98877779]	1	639	39	111	89	71	57	83	91	98
2	+	chr2:167492644-167516172	ENSMUSG00000006418	Rnf114	protein_coding	[167516163]	1	954	86	146	136	106	114	134	118	114
10	+	chr10:81386346-81386411	ENSMUSG00000098811	Mir6913	miRNA	[81388349]	1	842	66	126	119	89	111	128	100	103
1	+	chr1:151755370-151822050	ENSMUSG00000043019	Edem3	protein_coding	[151822048, 151822327]	2	731	62	124	109	67	88	83	116	82
4	-	chr4:133491099-133498549	ENSMUSG00000056596	Trnp1	protein_coding	[133491103]	1	230	17	44	33	18	30	28	31	29
2	-	chr2:166947548-166996298	ENSMUSG00000039536	Stau1	protein_coding	[166948146, 166948274]	2	649	44	121	89	65	90	75	73	92
X	+	chrX:135993823-135995354	ENSMUSG00000048040	Arxes2	protein_coding	[135995350]	1	4048	335	642	591	423	527	478	537	515
9	+	chr9:74861920-74891780	ENSMUSG00000043013	Onecut1	protein_coding	[74896577]	1	92	6	16	16	12	4	9	20	9
X	+	chrX:38189792-38197045	ENSMUSG00000048047	Zbtb33	protein_coding	[38197043]	1	505	38	73	84	70	57	56	59	68
8	+	chr8:39005866-39165111	ENSMUSG00000039530	Tusc3	protein_coding	[39165290, 39165111]	2	4839	375	793	713	497	565	506	690	700
5	-	chr5:53107082-53213926	ENSMUSG00000029189	Sel1l3	protein_coding	[53107084]	1	165	14	33	30	17	16	16	20	19
5	+	chr5:52741573-52769339	ENSMUSG00000029186	Pi4k2b	protein_coding	[52769336]	1	77	5	9	15	5	12	11	10	10
2	-	chr2:167481132-167492886	ENSMUSG00000047030	Spata2	protein_coding	[167481401, 167481133]	2	899	76	132	121	96	126	113	127	108
