chr	strand	gene_locus	gene_id	gene_name	gene_biotype	sites_position_cDNA	sites_num	cDNA_sum	c1:KO_WT1	c2:KO_WT2	c3:KO_WT3	c4:KO_WT4	t1:KO_HOM1	t2:KO_HOM2	t3:KO_HOM3	t4:KO_HOM4
4	-	chr4:140026845-140246783	ENSMUSG00000040972	Igsf21	protein_coding	[140041655]	1	47	7	5	3	4	7	10	4	7
11	+	chr11:117199660-117362324	ENSMUSG00000059248	Sept9	protein_coding	[117362316]	1	113	17	23	7	12	22	15	11	6
7	-	chr7:16274041-16286794	ENSMUSG00000041375	Ccdc9	protein_coding	[16275475]	1	214	20	20	31	10	24	48	33	28
8	+	chr8:106150398-106164712	ENSMUSG00000031903	Pla2g15	protein_coding	[106164712]	1	660	89	66	75	74	72	119	90	75
8	+	chr8:106059602-106130536	ENSMUSG00000031902	Nfatc3	protein_coding	[106130529]	1	129	18	17	13	11	16	16	19	19
8	+	chr8:105991336-106053839	ENSMUSG00000031901	Dus2	protein_coding	[106053818]	1	270	31	18	28	26	46	48	35	38
12	+	chr12:76255231-76319819	ENSMUSG00000021048	Mthfd1	protein_coding	[76319801]	1	516	48	69	68	55	69	63	65	79
8	+	chr8:106415338-106425888	ENSMUSG00000031907	Zfp90	protein_coding	[106425727]	1	400	50	39	52	49	37	53	52	68
2	+	chr2:181864336-181870829	ENSMUSG00000038628	Polr3k	protein_coding	[181868946, 181870162, 181871813, 181868607]	4	1034	125	107	144	137	108	156	142	115
8	+	chr8:106168874-106198703	ENSMUSG00000031904	Slc7a6	protein_coding	[106198020, 106198703]	2	217	27	36	23	20	25	27	31	28
11	+	chr11:6546886-6596743	ENSMUSG00000000378	Ccm2	protein_coding	[6584370, 6547683]	2	135	15	10	19	9	12	20	27	23
6	+	chr6:45203809-45207489	ENSMUSG00000108146	RP24-133O13.1	TEC	[45204353, 45208003]	2	419	48	34	60	46	60	57	55	59
11	+	chr11:106036871-106059323	ENSMUSG00000049354	Dcaf7	protein_coding	[106059319]	1	3796	504	506	491	474	397	516	476	432
7	+	chr7:81859000-81884433	ENSMUSG00000038623	Tm6sf1	protein_coding	[81884065]	1	115	7	20	19	12	16	14	11	16
15	+	chr15:52712444-52730430	ENSMUSG00000038622	Med30	protein_coding	[52730431]	1	318	38	36	39	36	25	49	49	46
5	+	chr5:123015073-123030455	ENSMUSG00000049686	Orai1	protein_coding	[123030162]	1	325	39	40	52	36	23	39	39	57
2	+	chr2:109674699-109727006	ENSMUSG00000048482	Bdnf	protein_coding	[109724899]	1	43	9	2	7	3	5	6	5	6
2	+	chr2:71211705-71263302	ENSMUSG00000027012	Dync1i2	protein_coding	[71263291, 71228143]	2	5269	641	645	667	503	590	865	702	656
2	-	chr2:71271062-71367748	ENSMUSG00000027010	Slc25a12	protein_coding	[71274745, 71274269, 71271065]	3	1930	255	281	292	291	175	253	179	204
2	+	chr2:78868123-78921292	ENSMUSG00000027011	Ube2e3	protein_coding	[78920581, 78920714, 78921291]	3	5883	760	724	722	708	645	875	773	676
2	+	chr2:71117922-71142925	ENSMUSG00000027015	Cybrd1	protein_coding	[71142923]	1	74	8	9	11	7	8	11	10	10
12	-	chr12:46694516-46818774	ENSMUSG00000021047	Nova1	protein_coding	[46691105, 46692868, 46695369, 46717197, 46719823, 46701074, 46763219, 46815381, 46705112, 46696207]	10	859	99	99	123	93	115	121	102	107
2	+	chr2:71388957-71441621	ENSMUSG00000027018	Hat1	protein_coding	[71441513]	1	317	41	28	30	28	33	46	53	58
2	-	chr2:26920039-26933927	ENSMUSG00000014867	Surf4	protein_coding	[26920040]	1	2271	274	283	260	261	226	366	285	316
7	-	chr7:98886742-99141143	ENSMUSG00000035354	Uvrag	protein_coding	[98886752, 98885021]	2	294	36	24	28	52	35	38	36	45
14	+	chr14:75284372-75344425	ENSMUSG00000022000	Zc3h13	protein_coding	[75344425]	1	1629	229	215	187	172	182	286	174	184
11	-	chr11:100740375-100759941	ENSMUSG00000035355	Kcnh4	protein_coding	[100740378]	1	275	38	39	31	23	20	61	36	27
14	-	chr14:76086231-76110814	ENSMUSG00000022008	Gpalpp1	protein_coding	[76086236]	1	366	50	55	33	28	37	62	53	48
14	+	chr14:76110890-76137378	ENSMUSG00000022009	Nufip1	protein_coding	[76135085]	1	459	57	50	68	47	66	78	46	47
11	+	chr11:84957785-84966043	ENSMUSG00000000805	Car4	protein_coding	[84966038]	1	60	6	8	2	4	4	12	2	22
4	+	chr4:62408796-62426989	ENSMUSG00000066148	Prpf4	protein_coding	[62424470]	1	142	16	11	14	24	24	15	20	18
8	+	chr8:10272571-10634740	ENSMUSG00000039057	Myo16	protein_coding	[10634168, 10634740]	2	478	59	77	49	52	43	85	54	59
11	-	chr11:60199088-60222580	ENSMUSG00000020538	Srebf1	protein_coding	[60199598, 60199094]	2	569	67	50	53	58	53	71	70	147
11	-	chr11:84832360-84870816	ENSMUSG00000020530	Ggnbp2	protein_coding	[84832361, 84832973, 84832582, 84860157]	4	1374	191	162	161	153	146	189	176	196
4	-	chr4:88718291-88722464	ENSMUSG00000070923	Klhl9	protein_coding	[88718292]	1	3103	412	422	373	304	321	506	392	373
9	+	chr9:21002736-21008834	ENSMUSG00000003299	Mrpl4	protein_coding	[21008826]	1	548	79	65	68	59	48	91	63	75
11	+	chr11:60699722-60714185	ENSMUSG00000020536	Llgl1	protein_coding	[60714179]	1	1526	181	159	145	165	154	173	229	320
7	-	chr7:44303769-44306958	ENSMUSG00000004473	Clec11a	protein_coding	[44304254]	1	73	9	10	7	11	11	3	7	15
5	-	chr5:31198980-31202302	ENSMUSG00000043059	Zfp513	protein_coding	[31198981]	1	428	53	63	62	44	45	65	55	41
19	-	chr19:5707375-5726316	ENSMUSG00000024937	Ehbp1l1	protein_coding	[5708051]	1	437	52	56	43	39	45	76	58	68
13	-	chr13:55473428-55488110	ENSMUSG00000034675	Dbn1	protein_coding	[55473721, 55473428]	2	1955	208	246	219	196	226	347	310	203
4	-	chr4:49661610-49845743	ENSMUSG00000039579	Grin3a	protein_coding	[49661611, 49662781]	2	939	115	143	134	98	110	123	125	91
14	-	chr14:104477533-104522665	ENSMUSG00000022120	Rnf219	protein_coding	[104477536]	1	698	70	83	95	77	89	122	86	76
3	+	chr3:94933055-94944757	ENSMUSG00000068874	Selenbp1	protein_coding	[94944757]	1	235	28	41	24	29	21	26	19	47
3	-	chr3:94760068-94786491	ENSMUSG00000068876	Cgn	protein_coding	[94760071]	1	581	73	71	58	61	61	90	77	90
7	+	chr7:110221702-110283502	ENSMUSG00000031015	Swap70	protein_coding	[110283436]	1	41	4	2	6	5	1	6	7	10
7	-	chr7:25379526-25398709	ENSMUSG00000003123	Lipe	protein_coding	[25379649]	1	309	29	22	17	24	18	19	19	161
4	-	chr4:132331918-132353604	ENSMUSG00000028896	Rcc1	protein_coding	[132351944, 132331925]	2	1102	117	133	120	125	140	149	161	157
4	-	chr4:132492031-132510500	ENSMUSG00000028893	Sesn2	protein_coding	[132492032]	1	191	20	33	32	28	15	32	18	13
4	+	chr4:124802103-124849799	ENSMUSG00000028890	Mtf1	protein_coding	[124805377]	1	50	8	3	8	6	4	8	5	8
11	-	chr11:102475914-102556391	ENSMUSG00000034621	Gpatch8	protein_coding	[102477180, 102475917]	2	654	69	68	63	75	69	121	78	111
6	+	chr6:91515927-91522624	ENSMUSG00000034192	Lsm3	protein_coding	[91522620]	1	2271	318	337	252	251	224	391	252	246
14	-	chr14:69716978-69732569	ENSMUSG00000034190	Chmp7	protein_coding	[69716997]	1	819	111	88	96	100	98	112	108	106
4	+	chr4:118620798-118627775	ENSMUSG00000028729	Ebna1bp2	protein_coding	[118627771, 118625973]	2	397	48	44	58	36	44	61	52	54
5	+	chr5:72047204-72047578	ENSMUSG00000082705	Gm15616	processed_pseudogene	[72048140]	1	45	4	6	9	4	4	2	9	7
4	-	chr4:132311762-132329537	ENSMUSG00000028898	Trnau1ap	protein_coding	[132311765]	1	552	60	61	66	44	63	87	82	89
1	-	chr1:25325865-25328397	ENSMUSG00000102407	Gm37862	TEC	[25326664]	1	83	9	7	6	14	8	13	13	13
X	-	chrX:6168695-6173014	ENSMUSG00000073293	Nudt10	protein_coding	[6168709]	1	470	60	50	70	60	56	59	65	50
X	+	chrX:6047452-6055109	ENSMUSG00000073295	Nudt11	protein_coding	[6054749]	1	2409	253	291	326	295	266	383	310	285
3	+	chr3:133310109-133378234	ENSMUSG00000028013	Ppa2	protein_coding	[133378074]	1	74	10	7	8	3	13	15	11	7
5	+	chr5:123749715-123821592	ENSMUSG00000029414	Kntc1	protein_coding	[123821584]	1	59	8	5	7	6	8	7	10	8
5	-	chr5:92284009-92310478	ENSMUSG00000029415	Sdad1	protein_coding	[92284007]	1	794	67	78	82	103	100	110	123	131
16	-	chr16:32142784-32165593	ENSMUSG00000052384	Nrros	protein_coding	[32142822]	1	104	18	12	13	16	9	10	8	18
15	-	chr15:31455898-31531036	ENSMUSG00000039100	March6	protein_coding	[31455893, 31458876, 31456685, 31525181]	4	454	55	52	61	61	64	57	55	49
6	-	chr6:5264146-5298454	ENSMUSG00000032667	Pon2	protein_coding	[5264625]	1	658	98	68	80	90	72	93	69	88
5	+	chr5:27842148-27855087	ENSMUSG00000039106	Htr5a	protein_coding	[27854404]	1	87	7	10	9	14	9	16	15	7
13	-	chr13:36867177-37050243	ENSMUSG00000039109	F13a1	protein_coding	[36867187]	1	182	20	27	19	17	30	23	14	32
2	+	chr2:180024986-180035464	ENSMUSG00000039108	Lsm14b	protein_coding	[180035458]	1	1554	207	211	197	155	160	247	214	163
17	-	chr17:17527722-17624488	ENSMUSG00000023845	Lnpep	protein_coding	[17523210]	1	158	23	20	20	9	8	18	27	33
17	+	chr17:21657581-21662539	ENSMUSG00000035868	3110052M02Rik	protein_coding	[21663114, 21664964]	2	219	16	21	24	20	29	26	46	37
12	-	chr12:66469567-67222548	ENSMUSG00000034912	Mdga2	protein_coding	[66466059]	1	205	27	23	23	23	16	33	29	31
10	-	chr10:108497649-109010981	ENSMUSG00000035864	Syt1	protein_coding	[108497651]	1	14398	1905	1832	1753	1611	1475	2028	2060	1734
5	+	chr5:45520228-45529275	ENSMUSG00000015804	Med28	protein_coding	[45525600]	1	1808	212	246	207	160	215	293	279	196
5	-	chr5:45434020-45450235	ENSMUSG00000015806	Qdpr	protein_coding	[45434053]	1	3127	434	378	389	384	309	417	384	432
3	+	chr3:96727663-96791637	ENSMUSG00000028098	Rnf115	protein_coding	[96739444]	1	45	4	6	8	1	7	7	6	6
19	+	chr19:10577453-10588547	ENSMUSG00000034445	Cyb561a3	protein_coding	[10589828]	1	387	47	60	46	34	32	72	41	55
3	-	chr3:119743207-119746445	ENSMUSG00000106099	RP23-235E15.6	sense_intronic	[119738540]	1	148	22	25	17	11	18	23	15	17
7	-	chr7:144929930-144939868	ENSMUSG00000070348	Ccnd1	protein_coding	[144929931]	1	384	28	38	46	49	40	43	40	100
12	-	chr12:73280409-73286710	ENSMUSG00000034442	Trmt5	protein_coding	[73280015]	1	38	7	5	5	0	5	5	2	9
11	-	chr11:101458744-101466229	ENSMUSG00000034993	Vat1	protein_coding	[101458746]	1	1092	113	105	116	118	112	144	178	206
13	-	chr13:100802648-100833426	ENSMUSG00000021629	Slc30a5	protein_coding	[100802648, 100802846]	2	213	37	36	30	21	18	28	23	20
16	-	chr16:4039970-4077826	ENSMUSG00000005981	Trap1	protein_coding	[4039976]	1	223	25	27	30	26	15	44	18	38
16	+	chr16:3872374-3904779	ENSMUSG00000005982	Naa60	protein_coding	[3904768]	1	1263	178	174	166	132	117	219	136	141
13	+	chr13:66904913-66909235	ENSMUSG00000074826	Gm10767	protein_coding	[66909166]	1	77	9	5	3	14	8	17	13	8
9	+	chr9:108002500-108048781	ENSMUSG00000032594	Ip6k1	protein_coding	[108048779]	1	1816	224	199	225	179	231	294	244	220
13	-	chr13:116854823-117025515	ENSMUSG00000021725	Parp8	protein_coding	[117017009, 116850843]	2	635	80	77	75	77	77	126	81	42
9	-	chr9:108085412-108094605	ENSMUSG00000032590	Apeh	protein_coding	[108085414]	1	252	34	32	25	23	23	50	34	31
13	+	chr13:105443692-105448132	ENSMUSG00000021721	Htr1a	protein_coding	[105447738]	1	28	5	7	2	6	2	5	0	1
9	+	chr9:108783795-108806336	ENSMUSG00000032599	Ip6k2	protein_coding	[108797988]	1	2043	210	216	245	156	294	327	330	265
9	+	chr9:108808367-108818843	ENSMUSG00000032598	Nckipsd	protein_coding	[108818451]	1	82	6	7	6	11	15	17	8	12
13	+	chr13:117220624-117274097	ENSMUSG00000021728	Emb	protein_coding	[117278272, 117274097]	2	226	18	37	31	30	15	25	48	22
7	-	chr7:45125557-45131186	ENSMUSG00000074129	Rpl13a	protein_coding	[45125564]	1	744	86	83	92	72	94	100	105	112
13	-	chr13:67490166-67500554	ENSMUSG00000071291	Zfp58	protein_coding	[67490169]	1	101	15	15	7	12	9	19	12	12
6	-	chr6:6557293-6578662	ENSMUSG00000042541	Shfm1	protein_coding	[6558289]	1	3030	375	335	335	351	316	387	401	530
13	+	chr13:94976343-95023313	ENSMUSG00000042015	Wdr41	protein_coding	[95023310]	1	305	38	46	34	29	34	46	40	38
18	+	chr18:64340363-64398487	ENSMUSG00000045991	Onecut2	protein_coding	[64400984, 64398485]	2	211	33	30	22	28	16	38	27	17
5	+	chr5:114146534-114250760	ENSMUSG00000042010	Acacb	protein_coding	[114250758]	1	139	14	9	17	9	19	19	12	40
2	+	chr2:153345844-153404006	ENSMUSG00000042548	Asxl1	protein_coding	[153404005]	1	1369	183	175	145	139	166	227	177	157
13	-	chr13:86044815-86046903	ENSMUSG00000017778	Cox7c	protein_coding	[86044812]	1	3218	382	350	319	338	347	377	437	668
5	+	chr5:74093076-74094336	ENSMUSG00000053656	Dancr	lincRNA	[74094335]	1	281	38	39	35	20	34	38	49	28
2	+	chr2:181591867-181655659	ENSMUSG00000002455	Prpf6	protein_coding	[181655659]	1	1716	216	206	184	183	181	272	213	261
1	-	chr1:4909575-5070284	ENSMUSG00000002459	Rgs20	protein_coding	[4909575]	1	693	79	66	82	108	70	92	84	112
2	-	chr2:181688418-181693976	ENSMUSG00000002458	Rgs19	protein_coding	[181688422]	1	228	25	29	27	26	24	34	29	34
11	+	chr11:75650503-75673909	ENSMUSG00000017774	Myo1c	protein_coding	[75673907]	1	324	44	27	36	37	38	50	40	52
11	+	chr11:75679258-75706907	ENSMUSG00000017776	Crk	protein_coding	[75708426, 75706066]	2	227	35	28	16	20	28	32	36	32
17	+	chr17:35135177-35147321	ENSMUSG00000024392	Bag6	protein_coding	[35147306]	1	1634	174	208	209	161	174	289	222	197
17	-	chr17:35170990-35176067	ENSMUSG00000024397	Aif1	protein_coding	[35170991]	1	101	9	18	21	15	7	8	9	14
6	+	chr6:29433255-29461882	ENSMUSG00000068699	Flnc	protein_coding	[29461880]	1	245	26	31	17	22	26	49	36	38
19	-	chr19:30567550-31765032	ENSMUSG00000052920	Prkg1	protein_coding	[31207072, 31301633, 31630792, 30564489, 31457740, 31503053, 31264659, 31228217]	8	764	95	90	98	82	97	97	94	111
11	-	chr11:68943154-68957479	ENSMUSG00000052921	Arhgef15	protein_coding	[68944169, 68943154]	2	571	61	62	80	47	77	90	83	71
8	-	chr8:84956609-84969766	ENSMUSG00000052926	Rnaseh2a	protein_coding	[84957668, 84956607]	2	210	19	27	24	24	23	34	27	32
3	-	chr3:116249653-116253502	ENSMUSG00000068696	Gpr88	protein_coding	[116249654]	1	148	16	23	30	15	16	21	16	11
7	-	chr7:97309379-97332019	ENSMUSG00000035713	Usp35	protein_coding	[97309407]	1	70	13	3	6	12	8	10	11	7
16	+	chr16:16213317-16272711	ENSMUSG00000041957	Pkp2	protein_coding	[16272704]	1	61	9	8	7	8	5	6	8	10
7	-	chr7:19696108-19699165	ENSMUSG00000002985	Apoe	protein_coding	[19696270]	1	7017	925	1005	829	1258	565	872	621	942
1	+	chr1:127868772-127943867	ENSMUSG00000036104	Rab3gap1	protein_coding	[127920603, 127943867, 127943510]	3	1340	164	149	158	166	130	223	176	174
3	+	chr3:104788374-104794458	ENSMUSG00000002233	Rhoc	protein_coding	[104794458]	1	2041	256	274	259	257	241	279	233	242
7	+	chr7:27486909-27490315	ENSMUSG00000008384	Sertad1	protein_coding	[27490306]	1	135	15	15	17	15	15	17	16	25
7	-	chr7:19606216-19629437	ENSMUSG00000002983	Relb	protein_coding	[19606223]	1	68	9	4	14	5	9	9	6	12
17	+	chr17:32036099-32062864	ENSMUSG00000058392	Rrp1b	protein_coding	[32062855]	1	600	72	80	63	57	81	95	99	53
X	-	chrX:51117268-51206531	ENSMUSG00000036109	Mbnl3	protein_coding	[51113500]	1	61	6	7	6	4	3	12	7	16
16	-	chr16:37647169-37654452	ENSMUSG00000022820	Ndufb4	protein_coding	[37647602]	1	2164	228	206	276	229	232	314	282	397
16	-	chr16:20331302-20426393	ENSMUSG00000022822	Abcc5	protein_coding	[20400761, 20331305]	2	2885	382	356	381	344	286	442	376	318
4	-	chr4:138895378-138913944	ENSMUSG00000041161	Otud3	protein_coding	[138898116]	1	72	9	12	7	6	15	9	6	8
16	-	chr16:37509789-37539788	ENSMUSG00000022828	Gtf2e1	protein_coding	[37509795]	1	163	18	20	14	13	15	28	25	30
11	+	chr11:17257578-17269175	ENSMUSG00000000581	C1d	protein_coding	[17268195, 17267229]	2	1668	195	186	201	171	221	242	221	231
10	-	chr10:128541962-128547773	ENSMUSG00000039810	Zc3h10	protein_coding	[128543569]	1	227	25	24	43	22	22	38	30	23
17	-	chr17:46303220-46328351	ENSMUSG00000032842	Abcc10	protein_coding	[46303232]	1	198	30	31	25	24	18	43	16	11
5	+	chr5:118245226-118266092	ENSMUSG00000032840	2410131K14Rik	protein_coding	[118266089]	1	96	8	17	15	13	7	8	8	20
14	-	chr14:118482691-118706218	ENSMUSG00000032849	Abcc4	protein_coding	[118482772, 118483118]	2	124	11	7	15	21	15	19	21	15
4	-	chr4:154020469-154026229	ENSMUSG00000078350	Smim1	protein_coding	[154020589]	1	58	10	2	4	10	5	10	6	11
12	-	chr12:84146130-84148488	ENSMUSG00000054383	Pnma1	protein_coding	[84146131]	1	44	5	5	7	7	7	8	1	4
1	-	chr1:132959483-133030560	ENSMUSG00000054387	Mdm4	protein_coding	[132986220]	1	2080	260	274	224	204	233	372	267	246
10	-	chr10:61098641-61147702	ENSMUSG00000020097	Sgpl1	protein_coding	[61098643]	1	1717	180	212	214	195	206	249	230	231
10	-	chr10:61319656-61383522	ENSMUSG00000020092	Pald1	protein_coding	[61319661]	1	841	99	96	81	83	106	144	112	120
10	-	chr10:61432496-61452668	ENSMUSG00000020091	Eif4ebp2	protein_coding	[61431790]	1	178	28	20	14	24	24	23	21	24
7	+	chr7:16738409-16749293	ENSMUSG00000008036	Ap2s1	protein_coding	[16749293]	1	5956	925	745	810	724	508	988	590	666
X	+	chrX:10715012-10719689	ENSMUSG00000008035	Mid1ip1	protein_coding	[10719692]	1	1030	139	138	126	131	117	131	109	139
10	+	chr10:61089342-61094327	ENSMUSG00000020098	Pcbd1	protein_coding	[61094319]	1	314	42	38	36	25	34	47	49	43
18	+	chr18:37504263-37507821	ENSMUSG00000046191	Pcdhb20	protein_coding	[37507481, 37507657]	2	208	22	18	21	16	23	41	32	35
3	+	chr3:103968109-104024597	ENSMUSG00000058388	Phtf1	protein_coding	[104007483]	1	261	33	34	31	25	27	46	40	25
19	+	chr19:53600397-53645832	ENSMUSG00000024974	Smc3	protein_coding	[53620665, 53645147, 53627910]	3	1613	207	207	183	191	187	244	199	195
19	+	chr19:53892230-53929860	ENSMUSG00000024975	Pdcd4	protein_coding	[53929850, 53904955, 53909163]	3	1383	148	200	166	167	163	182	152	205
19	+	chr19:53944305-54033267	ENSMUSG00000024976	Shoc2	protein_coding	[54033130]	1	172	23	19	23	19	19	30	25	14
19	-	chr19:7356463-7383025	ENSMUSG00000024970	AI846148	protein_coding	[7357689, 7356463]	2	742	101	101	96	70	91	112	99	72
1	+	chr1:12692276-12861191	ENSMUSG00000016918	Sulf1	protein_coding	[12860904, 12860370, 12861190]	3	439	48	48	48	37	69	69	65	55
2	-	chr2:145917478-145935013	ENSMUSG00000001767	Crnkl1	protein_coding	[145918260]	1	303	45	35	41	34	24	46	33	45
3	+	chr3:118430323-118530021	ENSMUSG00000097311	Gm26871	processed_transcript	[118483265, 118432021]	2	282	34	35	32	44	38	26	34	39
11	+	chr11:106066060-106073611	ENSMUSG00000001983	Taco1	protein_coding	[106074828]	1	40	6	6	2	6	2	6	2	10
11	-	chr11:68985696-69008459	ENSMUSG00000020899	Pfas	protein_coding	[68985699]	1	248	26	38	34	24	27	45	25	29
2	-	chr2:127740731-127788896	ENSMUSG00000027378	Nphp1	protein_coding	[127740735]	1	168	19	20	20	15	24	19	24	27
1	-	chr1:154390730-154884500	ENSMUSG00000004110	Cacna1e	protein_coding	[154710584, 154390737, 154411466]	3	929	140	100	110	140	59	146	110	124
17	+	chr17:35000986-35016321	ENSMUSG00000007029	Vars	protein_coding	[35016324]	1	343	48	47	48	41	36	46	35	42
2	-	chr2:127633225-127656694	ENSMUSG00000027375	Mal	protein_coding	[127633227]	1	45	6	8	3	3	7	7	4	7
2	-	chr2:24603886-24763151	ENSMUSG00000004113	Cacna1b	protein_coding	[24632863]	1	101	9	12	13	8	13	16	22	8
11	+	chr11:69125895-69149114	ENSMUSG00000020892	Aloxe3	protein_coding	[69149113]	1	117	16	6	11	12	15	18	20	19
2	-	chr2:127436214-127444564	ENSMUSG00000027371	Fahd2a	protein_coding	[127436215]	1	299	31	27	35	21	37	62	42	44
7	+	chr7:67222543-67228467	ENSMUSG00000043831	Lysmd4	protein_coding	[67228459]	1	702	98	87	89	57	90	101	92	88
15	-	chr15:32240568-32244661	ENSMUSG00000096956	Snhg18	lincRNA	[32240568]	1	248	31	23	32	28	27	35	30	42
19	+	chr19:54045181-54048981	ENSMUSG00000033717	Adra2a	protein_coding	[54048018, 54048981]	2	1147	158	140	152	128	124	156	164	125
4	-	chr4:47465066-47474332	ENSMUSG00000039740	Alg2	protein_coding	[47469835]	1	2005	287	238	254	186	200	306	240	294
8	-	chr8:83434492-83458390	ENSMUSG00000063253	Scoc	protein_coding	[83438953, 83435581, 83434493]	3	1192	155	148	148	142	135	159	170	135
7	+	chr7:127983078-127985700	ENSMUSG00000063254	B230325K18Rik	protein_coding	[127984882]	1	32	7	7	6	10	0	1	1	0
5	-	chr5:136147458-136170712	ENSMUSG00000039747	Orai2	protein_coding	[136147463]	1	1582	205	209	201	162	184	255	196	170
17	-	chr17:85984664-86145174	ENSMUSG00000024135	Srbd1	protein_coding	[85984666]	1	147	20	13	26	17	10	21	28	12
7	+	chr7:111028950-111056376	ENSMUSG00000005609	Ctr9	protein_coding	[111056376, 111053838]	2	766	91	100	102	60	88	122	89	114
12	+	chr12:101975973-102005992	ENSMUSG00000041781	Cpsf2	protein_coding	[102004280, 102006428, 102003444, 102005527]	4	1977	233	227	252	218	239	271	274	263
17	-	chr17:24440080-24443104	ENSMUSG00000024136	Dnase1l2	protein_coding	[24440085]	1	36	10	7	6	5	2	3	3	0
8	+	chr8:25720060-25724886	ENSMUSG00000031570	Ppapdc1b	protein_coding	[25724884]	1	162	27	19	18	19	20	21	20	18
8	+	chr8:25849622-25937932	ENSMUSG00000031576	Kcnu1	protein_coding	[25937932]	1	99	18	9	12	7	20	7	16	10
8	+	chr8:31150315-31164701	ENSMUSG00000031577	Tti2	protein_coding	[31160084]	1	115	21	8	8	17	9	15	20	17
8	-	chr8:25816190-25847693	ENSMUSG00000031575	Ash2l	protein_coding	[25816870]	1	1413	180	182	166	157	160	197	203	168
9	-	chr9:14353989-14381241	ENSMUSG00000037419	Endod1	protein_coding	[14356058, 14354005]	2	617	86	85	85	71	59	90	64	77
19	+	chr19:8871558-8875662	ENSMUSG00000071655	Ubxn1	protein_coding	[8875661]	1	1524	178	205	184	144	168	279	185	181
15	+	chr15:88819645-88826680	ENSMUSG00000023272	Creld2	protein_coding	[88826674]	1	126	17	13	24	15	14	20	6	17
9	-	chr9:90202026-90270803	ENSMUSG00000037410	Tbc1d2b	protein_coding	[90202060]	1	170	20	24	14	21	23	26	21	21
9	+	chr9:106203107-106215388	ENSMUSG00000023277	Twf2	protein_coding	[106215386]	1	760	92	98	90	87	88	123	79	103
8	-	chr8:105768307-105827349	ENSMUSG00000037415	Ranbp10	protein_coding	[105768309]	1	597	65	55	70	51	72	93	96	95
19	+	chr19:36926078-37012751	ENSMUSG00000040565	Btaf1	protein_coding	[37012752, 37014054]	2	220	21	27	18	22	38	28	32	34
18	+	chr18:63708694-63989759	ENSMUSG00000040560	Wdr7	protein_coding	[63989756]	1	1669	233	235	226	198	148	261	194	174
9	+	chr9:21937032-21948906	ENSMUSG00000040563	Lppr2	protein_coding	[21948904, 21943099]	2	930	105	121	121	111	107	134	136	95
3	-	chr3:107981701-107986452	ENSMUSG00000040562	Gstm2	protein_coding	[107981702]	1	96	9	14	7	15	11	14	8	18
4	-	chr4:14502429-14621804	ENSMUSG00000040569	Slc26a7	protein_coding	[14502431]	1	118	18	17	14	21	10	9	13	16
7	+	chr7:27731388-27753701	ENSMUSG00000037640	Zfp60	protein_coding	[27753701, 27751686]	2	673	95	89	98	71	80	115	62	63
3	+	chr3:116594981-116631003	ENSMUSG00000027959	Sass6	protein_coding	[116630931]	1	56	8	13	7	0	7	10	6	5
3	-	chr3:89268245-89270569	ENSMUSG00000027953	Slc50a1	protein_coding	[89268246]	1	178	29	22	24	18	20	25	21	19
3	+	chr3:89454540-89469012	ENSMUSG00000027952	Pmvk	protein_coding	[89469007]	1	2663	367	342	334	314	243	418	296	349
3	+	chr3:89715021-89753445	ENSMUSG00000027951	Adar	protein_coding	[89753444]	1	1802	209	223	212	192	209	330	216	211
